GO,Genes,Gene_Count,Term_Description,50perc_contaminated_Genes,100perc_contaminated_Genes
GO:0035891,ARL8B CHMP6 CHMP3 CHMP4A CHMP7 DDB1 CHMP1B VPS37B ZNF502 TRIM31 RNF103-CHMP3 VAPA VPS4B CHMP4C VPS4A PPIA IST1 TRIM25 CHMP1A TRIM62 CHMP2B RAB7A CHMP2A PC CAV2 PPID CHMP4B CHMP5 TSG101,29,exit from host cell,CHMP2A IST1 CHMP1A CHMP1B CAV2 CHMP6 TSG101 CHMP2B PPID VPS4B VPS4A CHMP5 TRIM31 TRIM25 MTA2 LYRM7 RPL35 ECSCR OR6N1 PXDNL KCTD15 PIEZO2 CSE1L GADD45A LTBP2 HSD3B2 GCHFR FIGN C10orf90,HS3ST4 OLFM2 TASL ANXA1 TMEM204 TNS3 ULK3 LPXN PQBP1 EPGN MGAT1 ARCN1 SPATA7 CSN2 HBG1 PCDHGA4 TBL3 SRSF2 ZNF184 TIMD4 OPHN1 BLNK TNFSF11 TSC22D4 ARHGAP19 PLIN3 TMEM116 USP1 TRIP11
GO:0070528,ADGRV1 MYADM SEZ6L2 CSRP3 FLOT1 HTR2B MAS1 WNK4 MC1R PLEK WNT11 WNT5A CD40 FIBIN AVP DGKQ PDGFB DGKG ANKRD1 PRKCZ SEZ6L AZU1 PLVAP ADGRG1 VEGFA AKAP12 ADRA1A SPHK2 PRSS33 ULK4 SEZ6 PRKCH DGKD FLT4 GPD1L,35,protein kinase C signaling,SEZ6L SEZ6 VEGFA PLVAP WNT5A ADRA1A ADGRV1 GPD1L HTR2B FIBIN PDGFB DGKQ ULK4 SEZ6L2 FLOT1 FLT4 ADGRG1 SLC17A2 METTL16 MREG OR8D4 MTMR14 ZIC2 HS6ST2 EIF1AX APLF CFAP100 KLK15 TRMT112 ANKRD23 PKP4 CDK5 NME6 MFRP CPNE6,PPME1 ADAD2 GTSF1 MCTS1 RAD51B EXOSC8 LRRTM1 RBBP5 LYZL6 FBN3 SPX CNTN2 RGS7BP ARL4D SNRPG BEST1 TRUB1 CYP4F22 PVR TIMM22 CHPF2 GOLGB1 RTP5 PRKAB1 DYM ANXA2 DCBLD2 PPP1R8 MPPE1 ATP6V1D ZXDC STAT4 CD79A ISYNA1 TEDC2
GO:0015816,SLC38A1 SLC36A3 SLC6A17 SLC7A8 SLC6A5 SLC25A38 SLC6A20 SLC38A5 RGS4 RGS2 SLC36A1 SLC7A10 SLC6A9 SLC36A2 SLC32A1,15,glycine transport,SLC38A5 RGS2 SLC6A9 SLC32A1 SLC36A2 SLC7A10 SLC38A1 RTBDN CENPC CTAG1B IQSEC1 PVALB ERAL1 SCUBE3 TP53I13,LACRT APIP CD209 KYAT1 IL33 CSRNP3 UBOX5 DEFB126 PLD1 SULT1A3 TPPP3 ND1 TTC5 KCTD16 CRNN
GO:0030866,EPB41L3 CAVIN3 RACGAP1 LLGL1 EHD2 ROCK2 FMNL2 VIL1 RHOQ ANLN PLEK ARF6 AKAP11 PLS1 NCKAP1 DLG1 FHOD3 EZR RTKN IKBKB FMNL3 EPB41L2 TNF ROCK1 STRIP1 PLEC CALR VPS4A IQGAP2 LCP1 ECT2 IQGAP3 TLN1 RAB13 EPB41 PDCD6IP IQGAP1 LLGL2 FMNL1 EPB41L1 NCKAP1L FHOD1,42,cortical actin cytoskeleton organization,EPB41L3 EPB41 VIL1 RAB13 LLGL2 NCKAP1 EPB41L1 VPS4A PDCD6IP FMNL1 IKBKB TNF ANLN IQGAP3 EPB41L2 RACGAP1 ARF6 DLG1 FHOD1 FMNL3 ECT2 APCS VPS36 OTOR NFE2L1 TFAM IARS2 USF1 AHCY CXCL8 CEP126 NDUFS2 ZNF672 MNT SFT2D1 OR4N4 GJB4 GPC2 SETD7 SNRPD2 ND2 BORA,CLINT1 MC4R LANCL2 WHRN GCDH SPSB3 TMPRSS15 ADCY4 IL24 NCOA3 SCAF11 IGF1 ATP13A3 IGDCC3 WDSUB1 NOVA1 SLCO4A1 HAO2 CYP2S1 ZNF618 SMIM24 GYPA ATN1 HES2 PTPRF MRPL41 SYF2 E2F1 GABRG2 LAMC2 NOX3 SLC15A4 PLEKHH3 SUOX SYTL2 VMO1 CSF2RB ZNF14 GRM5 NDST2 MEX3B PLA2G15
GO:0033299,NAGPA NR1H2 M6PR NR1H3 GNPTAB BLOC1S3 BLOC1S6,7,secretion of lysosomal enzymes,NR1H3 NR1H2 BLOC1S3 FGF1 OR8H1 COX4I2 SIT1,ABCC10 C1orf56 CHRNA10 CASZ1 MACROH2A1 PRICKLE3 TULP3
GO:1905208,SOX6 SMAD4 DLL1 DKK1 BMP2 PRICKLE1 FRS2 EGFR HDAC3 FZD7 HEY2,11,negative regulation of cardiocyte differentiation,DLL1 HEY2 HDAC3 SOX6 BMP2 OR4C13 CDK10 HLA-DRB5 FOXP4 CAMLG CYSRT1,SLC17A7 CYFIP2 RNF146 FGFR1OP2 OBI1 CCNDBP1 NBL1 KRTAP6-2 GRWD1 OR52B2 HECA
GO:0046882,INHBA INHA INHBB,3,negative regulation of follicle-stimulating hormone secretion,INHBA GNG8 ZKSCAN2,NCAN OSGIN2 OR4C5
GO:0002182,CPEB3 RPLP2 AARS1 NEMF CPEB2,5,cytoplasmic translational elongation,AARS1 RPLP2 GARIN5A CAB39L H4C12,INIP TOR1B STK19 MKNK2 KRT33B
GO:0035434,ATP7A SLC46A3 ATP7B SLC31A2 SLC39A11 STEAP2 SLC31A1 SLC11A2,8,copper ion transmembrane transport,SLC31A2 SLC39A11 ATP7B SLC46A3 TIMP1 UNC119B HSPH1 KARS1,ZBTB12 OR10P1 FAM86B1 IFNA1 RPS28 DCTN6 GDF10 SOX13
GO:0030656,CLYBL IFNG SNAI2 SNAI1 GFI1 RDH10 CYP27B1 NFKB1 TNF CD320 PRMT3 AKR1C3,12,regulation of vitamin metabolic process,CD320 SNAI1 CYP27B1 CLYBL PRMT3 AKR1C3 CLCA4 H2BC3 THPO GHRH REC114 FAM210A,LIPE CELF3 TSC1 DHTKD1 NDUFA1 GGTLC2 KLHL31 PDS5A PRRC2C BMPR2 SULT1C4 ZNF226
GO:0000291,CNOT7 EXOSC5 SKIC2 CNOT8 EXOSC6 DIS3 SKIC8 DCPS DIS3L2 SKIC3 EXOSC8 EXOSC7 EXOSC2 DCP2 EXOSC9 POLR2G EXOSC4 EXOSC3 NT5C3B,19,"nuclear-transcribed mRNA catabolic process, exonucleolytic",CNOT8 EXOSC7 EXOSC2 DIS3 EXOSC8 POLR2G EXOSC5 EXOSC4 DCP2 TBC1D30 TRAPPC9 SUCLG2 LARP4B FZD3 PCDH11Y SEL1L SPATA32 DZANK1 TRIM16,KPNA2 TMPRSS4 CERT1 SUPT20H RBMY1E RBMX CTSB SAMD12 ACD WNT2B PCBD1 MMP10 NOXRED1 ERMP1 EXT2 FGFR1OP2 SYCE1L FN3KRP TARM1
GO:0060896,C2CD3 TBX18 FUZ BMPR1A CELSR2 NOG SSBP3 PTCH1,8,neural plate pattern specification,NOG CELSR2 TBX18 PTCH1 MICOS10 DKK2 BICD1 LRRCC1,ZBTB8B NEXN UTP6 CCN5 ZFYVE1 SUN5 NET1 SLC17A9
GO:0035349,SLC25A17 SLC25A42 SLC25A16,3,coenzyme A transmembrane transport,SLC25A16 ACTN4 ZNF681,PLOD2 CTBS PPP1R10
GO:0051036,RAB11A BORCS6 BORCS8 CHMP3 BORCS5 RAB5A BLOC1S2 SNAPIN BORCS7 BLOC1S1 KXD1 RILP ALS2 RNF103-CHMP3,14,regulation of endosome size,BORCS7 SNAPIN ALS2 BORCS6 RAB5A BLOC1S1 RILP CA7 HTR2A LMNA OAZ3 CRIP2 ETS1 OR5AU1,GTF2H2 DHRSX PSMA8 SDHAF3 FPGT-TNNI3K IZUMO1R XPO1 KDM3A IFNG VARS2 TRIM50 BAG1 BCL7C GOLGA6B
GO:0001839,DVL1 EPB41L5 FGF8 DVL2 NOG,5,neural plate morphogenesis,EPB41L5 NOG KDR CLDN24 USF3,RAB31 MICOS13 NUP153 BNIP3 MT1G
GO:0043951,CDC34 PDE3B UBE2B LPAR1 PDE4D MGRN1 OPRL1 APLNR PDE11A PDE2A PDE3A,11,negative regulation of cAMP-mediated signaling,MGRN1 UBE2B PDE2A CDC34 PDE4D PNPO FOXI3 FGF20 CHCHD10 UTP25 LACC1,WAS TRIM13 CCN1 TBX4 MYH4 SNX2 IGFBP5 LHFPL4 BUD31 PDIA2 OR6T1
GO:1904153,UBE2G2 DERL3 YOD1 DERL2 OS9 UBE2J1 SVIP ERLEC1 UBAC2,9,"negative regulation of retrograde protein transport, ER to cytosol",UBE2J1 DERL2 DERL3 ERLEC1 KIF5C MAPKAPK2 OR4F6 SLC4A8 AKT2,ENGASE SLC14A2 AKR1C4 POLR2E CLDN3 PDLIM4 KLKB1 UTP4 SYTL5
GO:0061740,HSPA8 LAMP2 CLU,3,protein targeting to lysosome involved in chaperone-mediated autophagy,CLU CFTR ZNF780A,MPST SPOP EEF1AKMT4-ECE2
GO:0043654,PEAR1 JMJD6 FCN2 SCARB1 FCN1 FCN3 MEGF10,7,recognition of apoptotic cell,FCN1 JMJD6 FCN3 LYPD6 ZFP62 AGRP CEP128,NEK6 CEP55 FSCN3 WTIP EFL1 ZNF229 SOD2
GO:1904293,UBXN1 SGTA AQP11 UBXN2A SVIP USP25 USP14,7,negative regulation of ERAD pathway,AQP11 SGTA USP14 NEXN VSIG10 TOR1AIP2 GLCE,PSD4 CRPPA COLEC10 SLC17A5 NOA1 EDDM3A ZNF697
GO:0090234,RNF4 TRAPPC12 SENP6,3,regulation of kinetochore assembly,TRAPPC12 CDH10 FHL3,NPY1R GOLGA6D MYG1
GO:0003229,ZFPM2 TBX5 CHD7 MED1 HEG1 EDNRA SMAD7 NOTCH1 TGFB2 BMP10 ADAMTS9 TNNI1 TGFBR3 TNNT2 KCNJ11 DSG2 ENG RYR2 ZMPSTE24 NOG TGFBR1 NAGLU POU4F1 HEY2 ID2 FOXC1 DSP NKX2-5 MYBPC3 COL11A1 ISL1 RBPJ HAND1 FGFR2 TPM1 FOXH1 BMPR1A MYL3 TNNC1 FOXC2 KCNJ8 PKP2 COL14A1 IRX3 TNNI3 FKBP1A PTCD2 MYH7 NRG1 MYH6 HOPX PPP1R13L LRP2 DLL4 SMAD4 MYL2 PROX1 TGFB1 TBX3,59,ventricular cardiac muscle tissue development,IRX3 FOXH1 MYH6 DSG2 ZFPM2 TPM1 CHD7 POU4F1 PPP1R13L ZMPSTE24 TNNI1 TBX5 TGFBR3 TNNC1 FGFR2 NOG HAND1 ADAMTS9 RBPJ TBX3 TNNI3 TNNT2 MYBPC3 COL14A1 BMPR1A PTCD2 PROX1 TGFBR1 COL11A1 FOXD4L4 OR5AC2 PFDN1 IER3IP1 PGLYRP2 GXYLT2 SCRN2 TNFAIP8L3 ERCC4 OR9I1 RAX2 C1QTNF4 ANKLE2 CANT1 RHOF CERS1 YTHDF2 CAPZA2 ZNF468 HMX1 NR5A2 LSM10 CHPF NDST4 OTC CTC1 PPP1R14C SLC24A2 TMEM268 TRAPPC5,UNC93B1 MAML2 BCHE RIOX1 CTTNBP2 PNO1 VTCN1 NTF4 DDX41 ODAD3 CD4 RNF216 OPCML PPP4R3A SYNDIG1 ZNF443 NDUFA8 PIK3C2A ZNF217 CTNNBIP1 BABAM1 ODF2L CASP8AP2 ATP1A1 GSKIP PDGFC UBE2J2 GPM6A AIFM1 COL5A1 NPEPPS CCDC115 FAM209B HNRNPR FBXO8 JPT2 SGTB RNASEH2C RIMKLB WASHC1 GABRA4 HSFY2 ASPA LTN1 FSCN2 TRIM43B TNFSF10 PGLYRP2 KRT71 ZIK1 USP7 FBN3 EPOP MAJIN MYO1G SERPINB9 OR5B21 KDSR KIF21B
GO:0044743,TIMM50 LONP2 TOMM70 PEX1 TOMM20 PEX2 PAM16 TOMM20L TIMM23B TOMM40 TIMM17A TIMM17B HSPD1 PEX14 USP9X GRPEL1 PEX16 TOMM40L AIFM1 PEX5 TOMM7 PEX12 PEX26 PEX7 GRPEL2 PEX5L PEX6 DNAJC15 TIMM23 TIMM21 PEX13 TIMM44 DNLZ ROMO1 DNAJC19 TRIM37 CHCHD4 PEX10,38,protein transmembrane import into intracellular organelle,PEX6 HSPD1 PEX5 TIMM50 PEX13 TOMM40 PEX16 GRPEL2 PEX1 PAM16 CHCHD4 PEX12 PEX10 GRPEL1 PEX2 TIMM21 TOMM20L TIMM17A LONP2 RNF216 PITHD1 SLC1A5 ZNF165 AHR RCAN2 PDAP1 CS PXDN CD1A GAN RAB22A MEIS2 DPPA2 ALDH5A1 HLA-DRB4 HBB TRIO STATH,UBA52 ATP5PF TCEA3 ACTBL2 INSIG2 OR9Q2 SLC25A4 CHCHD5 SCTR SUPT6H NAPSA ACOX1 RPL14 LCN8 GPX1 COL4A2 MYL2 MAP3K1 MESP2 SNX22 MESD ANGPTL1 NLRC3 TRNT1 CSHL1 GOLGA2 CHST13 IARS2 NADK LRRC15 LRCH3 PDCD6 PDYN IQGAP3 SLC10A5 CD247 INHBB PQBP1
GO:0098708,SLC2A1 SLC2A10 SLC5A1 SLC5A2 SLC2A3,5,glucose import across plasma membrane,SLC5A2 SLC2A3 MUC16 TRIP6 METTL25,ARHGAP11B UPF3A WFDC12 TCAF2 RASD1
GO:0006020,ISYNA1 ITPKA MECP2 IMPA1 IMPA2 PPIP5K2 MIOX PPIP5K1,8,inositol metabolic process,ISYNA1 IMPA2 PPIP5K1 PPIP5K2 BOLA3 PITRM1 GUCY2F UNC45B,PPP2R1B SPRY3 TMPRSS13 POLM UQCR10 POPDC2 ASB12 ZC3H8
GO:0046877,TIFAB PPP3CA OPRK1 NEUROG1 AQP1 FGF10 DCANP1,7,regulation of saliva secretion,AQP1 FGF10 TIFAB CARD8 TBX20 TAPBPL THPO,GPR85 TRAF3IP1 CTAG2 ZNF569 GNMT HLF CACUL1
GO:0046294,ESD ADH4 ADH5,3,formaldehyde catabolic process,ADH4 NMT1 P2RY12,ACTG2 PACRG PRSS56
GO:0038094,PLPP4 LYN FCGR3A PRKCE APPL1 PRKCD FCGR1A FYN FCER1G VAV1 CLEC4E YES1 MYO1G CD247 PLA2G6 LIMK1 VAV2 PTK2 HCK APPL2 ABL1 VAV3 PLD2 FGR LCK SYK FCGR2B SRC CLEC4D PAK1,30,Fc-gamma receptor signaling pathway,PRKCE PLA2G6 VAV1 APPL2 FCER1G HCK CLEC4D LIMK1 VAV3 CLEC4E LCK VAV2 PRKCD SYK ABL1 HEATR5A EPHX3 BDH2 HOXC5 BMP2K GUCD1 RGS11 CDH5 ASAP1 EGR4 ANO1 RBIS DNAJC9 DNM2 HAT1,LCE3C CFHR1 ATP6V1G1 ARB2A PSIP1 HBG1 MRGPRX4 IGSF1 USP17L29 NFYA HES7 FHIP1A RIPPLY1 CERS5 NSRP1 CSMD3 CHIA TSEN15 TALDO1 SCT CST11 TRIM21 PON2 WHAMM ASIC1 SRSF4 DCAF17 NDUFC1 ECM1 MTCL1
GO:0009168,AMPD2 NUDT2 ADSS2 ADK PFAS ADA IMPDH2 IMPDH1 PPAT APRT AMPD1 ADSS1 GART ADSL AMPD3 HPRT1 GMPS ATIC PAICS,19,purine ribonucleoside monophosphate biosynthetic process,ADK ADSS2 PFAS IMPDH2 IMPDH1 HPRT1 ADSL GMPS AMPD1 IL7 COX6B2 OR4C11 PTGES2 GAL TDP1 IGSF11 SYT6 USP17L8 TOMM40,CDK3 OR1E1 GAST DPF1 KMT2E LSM7 HSPH1 ABCG5 COX8C HRH4 SLK RNF11 TRAK2 C19orf12 AP5B1 LIMK1 TGFB1I1 FLT4 DCAF15
GO:0046320,ABCB11 PRKAG2 KLHL25 ACADL LONP2 ACADVL TWIST1 IRS1 SOX9 AKT2 NR4A3 FABP3 IRS2 PDK4 ACACB FMO4 FMO2 ABCD1 CPT1A ABCD2 MLYCD AKT1 APPL2 TYSND1 MFSD2A SIRT4 PPARA CNR1 FABP1 PLIN5 ETFBKMT PPARGC1A FMO1,33,regulation of fatty acid oxidation,MLYCD PDK4 TWIST1 ACADVL ABCD2 LONP2 FMO1 ABCD1 FMO4 ABCB11 PPARGC1A ETFBKMT PLIN5 NR4A3 SIRT4 KLHL25 NDUFS6 ANKRD11 PTPRE ATF2 HECTD1 NDFIP1 POU2F3 FAM174B MAP4K1 RABGAP1 ASB7 DIABLO SLC10A2 PCGF6 SLC44A5 ORC3 KNSTRN,DDX3Y STYXL2 HFM1 CFAP91 TM6SF1 PPAT VPS41 BCL2L1 IP6K2 CYP26C1 UBE2M CDY1 OR6K3 PRELP CLASRP PITX3 PCDH11Y PET100 NUP214 TRAF3IP3 ADPGK EIF2B4 MAN2B2 TAFA5 SLC39A8 POLR3H AP3D1 ZNF780B MGAT3 RFC5 UBP1 PARP1 ZNF33A
GO:1902897,CDH2 CRIPT ZMYND8,3,regulation of postsynaptic density protein 95 clustering,CDH2 ZNF213 LIMA1,VRK1 SLFN11 RECQL4
GO:0060666,NRP1 PLXNA1 SEMA3C PLXND1,4,dichotomous subdivision of terminal units involved in salivary gland branching,PLXNA1 NRP1 NLGN4X CAMTA1,UNC45A CIDEB OR1K1 TMED1
GO:0042492,GPR18 PTPRC TCF7 LEF1 EGR3 SYK CCR9 SOX4 KLRC1 STAT5B SOX13 JAG2 NCKAP1L,13,gamma-delta T cell differentiation,NCKAP1L PTPRC LEF1 EGR3 SOX4 JAG2 LMX1A RHNO1 DIRAS3 HSFY1 FUBP3 RPLP0 SH3YL1,PLPP2 ADAMTS2 NRF1 MYMX RTN4 EIF4G1 ADGRF5 YWHAZ OSTM1 CLTCL1 IDS BOC ZMYM5
GO:0021702,FAIM2 ATP7A CEND1 LHX1 SLC25A46 SKOR2 AGTPBP1 TTC21B LHX5 RORA HERC1 LDB1 TTLL1,13,cerebellar Purkinje cell differentiation,HERC1 FAIM2 LHX5 LDB1 RORA SKOR2 WASHC2C LAP3 ZNF525 OR4F17 BSN SS18L2 GUCY2F,KPNA4 GIN1 HDAC7 PRKN LSM11 TBXA2R MAPK13 EXOSC8 ATAD3B SIX3 TFF3 EIF1 NAALADL1
GO:0006378,CPSF3 TENT2 PCF11 WDR33 CLP1 CPSF2 CPSF1 CDC73 LEO1 GRSF1 NUDT21 PAPOLG MTPAP AHCYL1 PAF1 SYMPK SCAF8 TENT4B TUT1 PAPOLA PABPC1 SSU72 PAPOLB APP,24,mRNA polyadenylation,TENT2 LEO1 PAF1 TENT4B GRSF1 SYMPK CLP1 PAPOLG MTPAP PAPOLA CPSF2 CPSF1 SMG9 RARG RPL30 SULF1 BCDIN3D SVOPL ARMC8 OR10P1 ZNF90 PCDHB13 LOX PCDHB7,ZNF735 OR1S1 MFSD1 USP25 CLDN18 OR4X2 ADGRG2 NOL8 PGBD5 CFL2 ZNF510 OR1L6 MIER2 DLL1 CLEC9A DPEP2 MALRD1 NOP14 TPRA1 TAF1B ZFX DDN OR14J1 PAX6
GO:0006749,ARL6IP5 GSTA1 GLRX2 GSTA2 GSTM5 SLC1A2 GSTT2B GPX1 GCLC GSS GSTM1 SLC1A1 GSTZ1 GSTA5 CHAC1 GCLM GSTO1 NDP SOD2 CTNS GGT7 GGT6 GSTM3 HAGH OPLAH IDH1 GSTO2 G6PD GSR GSTT2 GGTLC1 GSTM4 GSTA4 GSTM2 GSTA3 GPX4 SLC7A11 MMACHC PARK7 GSTK1 GSTP1 MGST2 GGT1 GLO1 DPEP1 ETHE1 NFE2L2 NAT8 SOD1 HPGDS GSTT1 GGT5 GGTLC2 CHAC2,54,glutathione metabolic process,SLC1A2 GSTZ1 ARL6IP5 DPEP1 GSTM5 NAT8 GSTA1 GSTM1 GSTT2 ETHE1 MGST2 GSTM4 GGTLC1 MMACHC GSTK1 SOD1 GSTP1 CTNS HPGDS HAGH SLC1A1 GGT6 GSTM3 GPX4 CHAC2 OPLAH GSTA2 MYZAP OR8K1 MADCAM1 GAGE2C HEATR3 UNC93A CCSER2 ATP9A BICC1 RSPH4A SPMIP10 PPP1R14C RPS6KL1 SLMAP AXDND1 PPFIBP2 TUBGCP2 WASHC2A OR2H1 IFIT5 CCDC80 CCDC170 RNASE10 FRMD3 CCDC92 PCDHA1 C22orf23,CCHCR1 CA11 KRT6B CYB5R4 TNPO2 LCE1A OR8K5 KRT6C SKA1 DEFB127 OR5A1 TMEM205 COX7A1 C8A FILIP1L SLC18B1 PPP1R14C TAS2R20 CABYR COBL GPR52 FHDC1 SPINT1 CCDC154 MON1B OR52D1 NPS UBAP2L OR2L3 NIPSNAP2 CD8B H2BC14 VPS29 SCN1B TBC1D9B DNAJC9 PPP2R2D RAI14 PCDHGB1 TRAPPC3L GRTP1 SNAP23 OR8B4 IFRD1 COX6A1 ANKFY1 KCNMB4 TAS2R39 ANKS4B SLC29A3 C6orf163 KIF20B CLDN11 PLEKHF2
GO:0006768,BTD MCCC1 HLCS SLC5A6,4,biotin metabolic process,SLC5A6 HLCS GARIN2 EFNA2,ACP2 JPT2 GSTT2 TRAPPC6B
GO:0032438,AP3S2 HPS4 ASIP AP3D1 AP1S3 HPS5 HPS1 SNAPIN APOE RAB32 BLOC1S5 GPR143 LYST SHROOM2 AP3B1 BLOC1S2 BLOC1S3 TYRP1 HPS6 BLOC1S1 AP1G1 BLOC1S4 AP1S2 PIKFYVE ZEB2 BLOC1S6 AP1S1 RAB29 BACE2 RAB38 DTNBP1 AP3S1 AP3M1 ABCB6 KIF13A PMEL HPS3 AP1B1 AP1M1,39,melanosome organization,ZEB2 AP1S1 PIKFYVE HPS5 BLOC1S2 AP1S3 SNAPIN BLOC1S6 TYRP1 BLOC1S1 KIF13A AP3S2 AP1M1 HPS1 BLOC1S5 AP3B1 BACE2 RAB38 AP1S2 C7 TRAP1 TBC1D25 ZBTB17 DNAJC7 CPT1B OR52E1 CYP4V2 ZNF891 COG6 ZNF136 CRLF3 COBL OGN ZNF503 FCGR3B DPYSL3 ARAP1 DEFB118 GAL3ST2,PI15 ADGRD1 OR2Y1 SENP8 CWH43 PTF1A SPAM1 ZNF43 CDC42EP2 UNKL DGCR2 NDUFA5 RAB31 RBBP8 SLC6A19 NEDD1 HMCN2 FAM9B TNFRSF18 PPIAL4A CDK14 ALG5 PIF1 PUS10 INTS6L TFEB EGR2 SPIRE2 SEMA5B MESP2 ADGRE3 COX5B MSH2 SPARC MCUR1 CHERP LUC7L FAIM2 FCRLA
GO:0050688,PYCARD TOMM70 MUL1 ZC3H12A RIGI AIM2 STING1 IRGM LILRB1 IL23A CGAS TRIM38 ELMOD2 HERC5 PARP9 PQBP1 ILRUN TRAF3IP1 ITCH RNF26 STAT1 IL12RB1 MAVS ZDHHC11 ZMPSTE24 MICB TRIM44 TRIM6 TSPAN32 USP17L2 NT5C2 APOBEC3F PPM1B SPN ZDHHC1 TARBP2 IL1B TRAF3IP2 TRAF3 PCBP2 FGL2 ATG12 C1QBP ATG5 DHX9 FOXP3 TNFAIP3 IFNLR1 RNF216 IL12B CCDC92 EIF2AK4 DTX3L SELENOK IL23R IL27 HSP90AA1 IL15 APOBEC3G TRIM22 SIN3A MMP12,62,regulation of defense response to virus,IFNLR1 STAT1 SPN TRAF3 SELENOK IL23A TARBP2 PARP9 ATG12 IL12RB1 TRIM6 AIM2 TRIM38 LILRB1 PPM1B TRAF3IP2 ZDHHC1 TOMM70 ZDHHC11 IL12B PQBP1 FGL2 ZMPSTE24 MICB ELMOD2 IL1B EIF2AK4 RNF216 TRIM44 ATG5 APOBEC3G MAOA ARFGEF3 MLLT11 RPL39L TPSG1 CCNC CHST12 NCS1 CYB561A3 SLC25A38 NACAD ZWILCH TGFB1I1 CXXC1 FRRS1L FAM83D OR4C46 GAS2 GRPEL2 VPS35L SPIB FRS2 C6orf62 ZC3H12C FMC1 BEGAIN DNAJC24 MRGPRX2 CAPN12 SLC41A3 TACC3,EDA YIF1A DTNA EZH2 CNNM1 SS18L2 PLS1 LCE1D FRK AKAP14 VAC14 EMP2 LIPG MCM9 CEP97 ZNF211 TCP10L SREK1 GCNT7 TMEM207 GRIN2B LYNX1-SLURP2 AMIGO1 TBX18 CDK5RAP3 SUMO3 FGF23 SLC26A11 MAP2K7 M6PR ZC3H7A GABRG2 ARID4B CD4 LSM4 SLC2A6 RXFP1 FOXRED1 A1CF PDXDC1 SELENOV SPOUT1 CRHR1 ZKSCAN3 ITGAM SPRN MAGEB3 NRAS ELOVL5 DAZ2 YIPF6 ATP6V1A CRYBA1 WDR81 SELENOM WSB2 SRSF12 HUWE1 CSDC2 RBM12 UCN3 RNF2
GO:0006089,LDHB GATD1 PNKD HIF1A LDHD PFKFB2 PER2 TP53 LDHAL6B ACTN3 PARK7 TIGAR LDHA HAGH LDHAL6A LDHC MRS2,17,lactate metabolic process,LDHD GATD1 LDHC PFKFB2 MRS2 PARK7 PER2 HAGH NFE2 CSNK2B PCDHGA9 RETN ERF KIFBP SMR3B RPS16 C1QTNF3,MRPS18C POGLUT2 CLEC4D RRP9 ADAM29 POMGNT2 TNFRSF17 MACROH2A1 KDELR3 CABYR ZNF718 PSRC1 PITX1 CPA6 SERPINA3 PPP1R12C SLC12A1
GO:0061046,WNT2 WNT2B CTNNB1 BMP4 SOX9 TNF,6,regulation of branching involved in lung morphogenesis,SOX9 TNF BMP4 GGPS1 ODAD4 SLC6A18,MFSD9 MACROH2A1 SCML1 RNF139 ARID5A SLCO1B1
GO:0072179,PAX2 GATA3 BMP4 HNF1B WNT9B,5,nephric duct formation,GATA3 BMP4 LAGE3 NELFE SCGB2A2,CALML5 KCNG4 RAB5A NUBPL SPOCK2
GO:0061355,VPS35 WLS PTPN23 OPRM1 PORCN TMEM132A,6,Wnt protein secretion,OPRM1 PORCN WLS DCLK3 ADGRE1 PIGF,SAP30 F8A3 IFNA21 TMEM9B GRID2IP ZDHHC4
GO:0009262,TBPL1 NUDT18 SMUG1 UPP2 TYMS DUT UNG UPP1 TDG ADK NT5M ADA TYMP NUDT16 AK5 NT5C XDH MBD4 RRM1 SAMHD1 DERA NT5C2 DGUOK RRM2B PNP DPYS DTYMK NT5C1A GDA DCK DCTPP1 NTHL1 NUDT15 CMPK2 UPB1 NEIL2 NEIL1 DPYD RRM2 SHMT1 OGG1 GUK1,42,deoxyribonucleotide metabolic process,DTYMK TYMP DPYS NTHL1 UPP2 NEIL2 RRM1 DUT SAMHD1 XDH MBD4 DERA RRM2 TBPL1 OGG1 UPP1 NEIL1 NT5M PNP CMPK2 SMUG1 NDOR1 PLA2G4B CENPT GRIP2 SSX4B TREH NELFA FIG4 DEF6 DEFB125 SAMD7 C1QTNF3 CPVL CTCFL DES KIFC2 CFAP20 NOB1 KAT8 SLC35D1 GLYR1,RGR RNF4 FTSJ3 KLRF1 KLF12 JOSD2 SLC22A11 MAFF VPS13C IFIT1B SCAMP4 UTS2R DESI1 GORASP2 CHRM1 NDOR1 CCDC198 BCAN GLI3 RTN3 RETN ZNF613 MARCHF2 TMEM70 TAF1C CYB5A PAIP1 ARHGAP44 MSL1 SCRT2 MYH9 ALMS1 PLEKHN1 H2BC10 SH2D1B CFAP52 ELOA2 H2AC6 ZNF830 SENP3 TRMT13 SSX4
GO:0032060,LPAR3 ROCK1 LPAR1 ANLN P2RX7 EMP3 EMP1 ANO6 MYLK EMP2 PMP22,11,bleb assembly,ROCK1 ANLN EMP3 ANO6 MYLK ADAM15 ZNF808 EMD ZNF600 CD53 TCL1A,SIRT6 RNF19A HNRNPD PPIC EIF1AX GOLGA7 ZAR1L PCDHB2 BEGAIN KRT2 PSG3
GO:0140889,KAT7 ING5 ING4,3,DNA replication-dependent chromatin disassembly,KAT7 DUXA COL4A6,MDH1B TMEM183A TBX19
